ship_name,ship_type,country,battery_name,battery_family,code,code_rank,range_yards,log_range_yards,shell_size_inch,log_shell_size_inch,rate_of_fire,log_rate_of_fire,damage_rating,log_damage_rating,fire_control_positions,speed_threshold_knot,range_band,range_band_rank,aspect,aspect_narrow,fire_control_value
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Short,0,Broad,0,9.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Short,0,Narrow,1,5.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Medium,1,Broad,0,5.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Medium,1,Narrow,1,3.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Long,2,Broad,0,4.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Long,2,Narrow,1,2.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Extreme,3,Broad,0,3.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,9.0,Extreme,3,Narrow,1,2.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Short,0,Broad,0,6.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Short,0,Narrow,1,4.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Medium,1,Broad,0,4.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Medium,1,Narrow,1,2.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Long,2,Broad,0,3.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Long,2,Narrow,1,2.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Extreme,3,Broad,0,2.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,18.0,Extreme,3,Narrow,1,1.0
Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,15cm/45 EOC/VSM,X,2,12282.0,9.415890054889344,6.0,1.791759469228055,6.0,1.791759469228055,16.0,2.772588722239781,1.0,27.0,Short,0,Broad,0,5.0
