battery_id,ship_name,ship_type,country,battery_name,code,left_top_value,range_band,range_band_index,aspect,aspect_index,speed_threshold_knot,speed_index,fire_control_value,range_yards,shell_size_inch,rate_of_fire,damage_rating,latent_fire_control_value,predicted_fire_control_value,residual,absolute_residual
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Short,0,Broad,0,9.0,0,9.0,12282.0,6.0,6.0,16.0,9.0,9.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Short,0,Narrow,1,9.0,0,5.0,12282.0,6.0,6.0,16.0,5.404186180938259,5.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Medium,1,Broad,0,9.0,0,5.0,12282.0,6.0,6.0,16.0,5.4094454819599145,5.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Medium,1,Narrow,1,9.0,0,3.0,12282.0,6.0,6.0,16.0,3.248183391127408,3.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Long,2,Broad,0,9.0,0,4.0,12282.0,6.0,6.0,16.0,3.7483887742237103,4.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Long,2,Narrow,1,9.0,0,2.0,12282.0,6.0,6.0,16.0,2.2507767571604305,2.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Extreme,3,Broad,0,9.0,0,3.0,12282.0,6.0,6.0,16.0,3.210103735216646,3.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Extreme,3,Narrow,1,9.0,0,2.0,12282.0,6.0,6.0,16.0,1.9275553605817874,2.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Short,0,Broad,0,18.0,1,6.0,12282.0,6.0,6.0,16.0,6.038575689582364,6.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Short,0,Narrow,1,18.0,1,4.0,12282.0,6.0,6.0,16.0,3.6259541437989706,4.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Medium,1,Broad,0,18.0,1,4.0,12282.0,6.0,6.0,16.0,3.6294828868315885,4.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Medium,1,Narrow,1,18.0,1,2.0,12282.0,6.0,6.0,16.0,2.1793779178852413,2.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Long,2,Broad,0,18.0,1,3.0,12282.0,6.0,6.0,16.0,2.5149921474589707,3.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Long,2,Narrow,1,18.0,1,2.0,12282.0,6.0,6.0,16.0,1.5101650898295562,2.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Extreme,3,Broad,0,18.0,1,2.0,12282.0,6.0,6.0,16.0,2.1538282640574202,2.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Extreme,3,Narrow,1,18.0,1,1.0,12282.0,6.0,6.0,16.0,1.2932987711925945,1.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Short,0,Broad,0,27.0,2,5.0,12282.0,6.0,6.0,16.0,4.738733254087351,5.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Short,0,Narrow,1,27.0,2,3.0,12282.0,6.0,6.0,16.0,2.8454440852101612,3.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Medium,1,Broad,0,27.0,2,3.0,12282.0,6.0,6.0,16.0,2.8482132435040026,3.0,0.0,0.0
0,Yoshino,LightCruiser,Japan,15cm/45 EOC/VSM,X,9.0,Medium,1,Narrow,1,27.0,2,2.0,12282.0,6.0,6.0,16.0,1.710252738989963,2.0,0.0,0.0
